Community CI	Docker Community one-shot et PostgreSQL	FAILURE	https://github.com/charpentieralexandre93-ux/Corep-engine-community/actions/runs/27849688140/job/82426184996
Community CI	postgres-e2e	FAILURE	https://github.com/charpentieralexandre93-ux/Corep-engine-community/actions/runs/27849688140/job/82426185024
Community CI	postgres-e2e	FAILURE	https://github.com/charpentieralexandre93-ux/Corep-engine-community/actions/runs/27849680939/job/82426163710
Community CI	Docker Community one-shot et PostgreSQL	FAILURE	https://github.com/charpentieralexandre93-ux/Corep-engine-community/actions/runs/27849680939/job/82426163630
